accepted_symbol,synonym_symbol,scientific_name,common_name,growth_habit
SOMI2,NA,Solidago missouriensis Nutt.,Missouri goldenrod,forb
SOMIM,NA,Solidago missouriensis Nutt. var. missouriensis,Missouri goldenrod,forb
SOMIT2,NA,Solidago missouriensis Nutt. var. tenuissima (Wooton & Standl.) C.E.S. Taylor & R.J. Taylor,Missouri goldenrod,forb
SOMO,NA,Solidago mollis Bartlett,velvety goldenrod,forb
SOMOM,NA,Solidago mollis Bartlett var. mollis,velvety goldenrod,forb
SOMU,NA,Solidago multiradiata Aiton,Rocky Mountain goldenrod,forb
SOMUS,NA,Solidago multiradiata Aiton var. scopulorum A. Gray,manyray goldenrod,forb
SONA,NA,Solidago nana Nutt.,baby goldenrod,forb
SONE,NA,Solidago nemoralis Aiton,gray goldenrod,forb
SONEL,NA,Solidago nemoralis Aiton var. longipetiolata (Mack. & Bush) Palmer & Steyerm.,gray goldenrod,forb
SOPE,NA,Solidago petiolaris Aiton,downy ragged goldenrod,forb
SOPEA,NA,Solidago petiolaris Aiton var. angusta (Torr. & A. Gray) A. Gray,downy ragged goldenrod,forb
SOSI3,NA,Solidago simplex Kunth,Mt. Albert goldenrod,forb
SOSIS,NA,Solidago simplex Kunth ssp. simplex,Mt. Albert goldenrod,forb
SOSIS3,NA,Solidago simplex Kunth ssp. simplex var. simplex,Mt. Albert goldenrod,forb
SOSP2,NA,Solidago speciosa Nutt.,showy goldenrod,forb
SOSPP,NA,Solidago speciosa Nutt. var. pallida Porter,showy goldenrod,forb
SOVE6,NA,Solidago velutina DC.,threenerve goldenrod,forb
SOWR,NA,Solidago wrightii A. Gray,Wright's goldenrod,forb
SOWRA,NA,Solidago wrightii A. Gray var. adenophora S.F. Blake,Wright's goldenrod,forb
SOAR2,NA,Sonchus arvensis L.,field sowthistle,forb
SOARA2,NA,Sonchus arvensis L. ssp. arvensis,field sowthistle,forb
SOARU,NA,Sonchus arvensis L. ssp. uliginosus (M. Bieb.) Nyman,moist sowthistle,forb
SOAS,NA,Sonchus asper (L.) Hill,spiny sowthistle,forb
SOOL,NA,Sonchus oleraceus L.,common sowthistle,forb
SONU,NA,Sophora nuttalliana B.L. Turner,silky sophora,forb
SPAN2,NA,Sparganium angustifolium Michx.,narrowleaf bur-reed,forb
SPEM2,NA,Sparganium emersum Rehmann,European bur-reed,forb
SPEU,NA,Sparganium eurycarpum Engelm.,broadfruit bur-reed,forb
SPNA,NA,Sparganium natans L.,small bur-reed,forb
SPAR,NA,Spergula arvensis L.,corn spurry,forb
SPMA10,NA,Spergularia maritima (All.) Chiov.,media sandspurry,forb
SPRU,NA,Spergularia rubra (L.) J. Presl & C. Presl,red sandspurry,forb
SPSA5,NA,Spergularia salina J. Presl & C. Presl,salt sandspurry,forb
SPAN3,NA,Sphaeralcea angustifolia (Cav.) G. Don,copper globemallow,forb
SPCO,NA,Sphaeralcea coccinea (Nutt.) Rydb.,scarlet globemallow,forb
SPCOC,NA,Sphaeralcea coccinea (Nutt.) Rydb. ssp. coccinea,scarlet globemallow,forb
SPCOE,NA,Sphaeralcea coccinea (Nutt.) Rydb. ssp. elata (Baker f.) Kearney,scarlet globemallow,forb
SPFE,NA,Sphaeralcea fendleri A. Gray,Fendler's globemallow,forb
SPFEF,NA,Sphaeralcea fendleri A. Gray ssp. fendleri,Fendler's globemallow,forb
SPLE,NA,Sphaeralcea leptophylla (A. Gray) Rydb.,scaly globemallow,forb
SPMU2,NA,Sphaeralcea munroana (Douglas) Spach,Munro's globemallow,forb
SPMUM,NA,Sphaeralcea munroana (Douglas) Spach ssp. munroana,Munro's globemallow,forb
SPPA2,NA,Sphaeralcea parvifolia A. Nelson,small-leaf globemallow,forb
SPAR2,NA,Sphaeromeria argentea Nutt.,silver chickensage,forb
SPCA8,NA,Sphaeromeria capitata Nutt.,rock tansy,forb
SPSA3,NA,Sphaerophysa salsula (Pall.) DC.,alkali swainsonpea,forb
SPDI6,NA,Spiranthes diluvialis Sheviak,Ute lady's tresses,forb
SPRO,NA,Spiranthes romanzoffiana Cham.,hooded lady's tresses,forb
SPPO,NA,Spirodela polyrrhiza (L.) Schleid.,common duckmeat,forb
STPI6,NA,Stachys pilosa Nutt.,hairy hedgenettle,forb
STPIP5,NA,Stachys pilosa Nutt. var. pilosa,hairy hedgenettle,forb
STAL2,NA,Stanleya albescens M.E. Jones,white princesplume,forb
STPI,NA,Stanleya pinnata (Pursh) Britton,desert princesplume,forb
STPIB,NA,Stanleya pinnata (Pursh) Britton var. bipinnata (Greene) Rollins,bipinnate princesplume,forb
STPII,NA,Stanleya pinnata (Pursh) Britton var. integrifolia (James ex Torr.) Rollins,golden princesplume,forb
STPIP,NA,Stanleya pinnata (Pursh) Britton var. pinnata,desert princesplume,forb
STVI,NA,Stanleya viridiflora Nutt.,green princesplume,forb
STBO3,NA,Stellaria borealis Bigelow,boreal starwort,forb
STBOB,NA,Stellaria borealis Bigelow ssp. borealis,boreal starwort,forb
STCA,NA,Stellaria calycantha (Ledeb.) Bong.,northern starwort,forb
STCR,NA,Stellaria crassifolia Ehrh.,fleshy starwort,forb
STCRC,NA,Stellaria crassifolia Ehrh. var. crassifolia,fleshy starwort,forb
STGR,NA,Stellaria graminea L.,grass-like starwort,forb
STIR,NA,Stellaria irrigua Bunge,Colorado starwort,forb
STLO,NA,Stellaria longifolia Muhl. ex Willd.,longleaf starwort,forb
STLOL,NA,Stellaria longifolia Muhl. ex Willd. var. longifolia,longleaf starwort,forb
STLO2,NA,Stellaria longipes Goldie,longstalk starwort,forb
STLOL7,NA,Stellaria longipes Goldie ssp. longipes,longstalk starwort,forb
STME2,NA,Stellaria media (L.) Vill.,common chickweed,forb
STMEM,NA,Stellaria media (L.) Vill. ssp. media,common chickweed,forb
STOB,NA,Stellaria obtusa Engelm.,Rocky Mountain chickweed,forb
STUM,NA,Stellaria umbellata Turcz. ex Kar. & Kir.,umbrella starwort,forb
STNI6,NA,Stenaria nigricans (Lam.) Terrell,diamond-flowers,forb
STNIN,NA,Stenaria nigricans (Lam.) Terrell var. nigricans,diamondflowers,forb
STFL2,NA,Stenogonum flexum (M.E. Jones) Reveal & J.T. Howell,bent two-whorl buckwheat,forb
STSA3,NA,Stenogonum salsuginosum Nutt.,salty buckwheat,forb
STLI2,NA,Stenosiphon linifolius (Nutt. ex James) Heynh.,false gaura,forb
STAC,NA,Stenotus acaulis (Nutt.) Nutt.,stemless mock goldenweed,forb
STAR10,NA,Stenotus armerioides Nutt.,thrift mock goldenweed,forb
STARA,NA,Stenotus armerioides Nutt. var. armerioides,thrift mock goldenweed,forb
STEX,NA,Stephanomeria exigua Nutt.,small wirelettuce,forb
STEXE,NA,Stephanomeria exigua Nutt. ssp. exigua,small wirelettuce,forb
STMI13,NA,Stephanomeria minor (Hook.) Nutt.,lesser wirelettuce,forb
STMIM,NA,Stephanomeria minor (Hook.) Nutt. var. minor,narrowleaf wirelettuce,forb
STPA4,NA,Stephanomeria pauciflora (Torr.) A. Nelson,brownplume wirelettuce,forb
STRU3,NA,Stephanomeria runcinata Nutt.,desert wirelettuce,forb
STSY,NA,Stillingia sylvatica L.,queen's-delight,forb
STSYS2,NA,Stillingia sylvatica L. ssp. sylvatica,queen's-delight,forb
STLO4,NA,Streptanthella longirostris (S. Watson) Rydb.,longbeak streptanthella,forb
STCO6,NA,Streptanthus cordatus Nutt.,heartleaf twistflower,forb
STCOC,NA,Streptanthus cordatus Nutt. var. cordatus,heartleaf twistflower,forb
STAM2,NA,Streptopus amplexifolius (L.) DC.,claspleaf twistedstalk,forb
STAMC,NA,Streptopus amplexifolius (L.) DC. var. chalazatus Fassett,tubercle twistedstalk,forb
STLE6,NA,Strophostyles leiosperma (Torr. & A. Gray) Piper,slickseed fuzzybean,forb
STFI6,NA,Stuckenia filiformis (Pers.) Börner,fineleaf pondweed,forb
STFIA2,NA,"Stuckenia filiformis (Pers.) Börner ssp. alpina (Blytt) Haynes, D.H. Les & M. Kral",fineleaf pondweed,forb
STFIO,NA,"Stuckenia filiformis (Pers.) Börner ssp. occidentalis (J.W. Robbins) Haynes, D.H. Les & M. Kral",western fineleaf pondweed,forb
STPE15,NA,Stuckenia pectinata (L.) Börner,sago pondweed,forb
STST20,NA,Stuckenia striata (Ruiz & Pav.) Holub,broadleaf pondweed,forb
STVA8,NA,Stuckenia vaginata (Turcz.) Holub,sheathed pondweed,forb
SUCA2,NA,Suaeda calceoliformis (Hook.) Moq.,Pursh seepweed,forb
SUMO,NA,Suaeda moquinii (Torr.) Greene,Mojave seablite,forb
SUAQ,NA,Subularia aquatica L.,waterawlwort,forb
SUAQA2,NA,Subularia aquatica L. var. americana (G. Mulligan & Calder) B. Boivin,American waterawlwort,forb
SUSU2,NA,Suckleya suckleyana (Torr.) Rydb.,poison suckleya,forb
SUHA,NA,Sullivantia hapemanii (J.M. Coult. & Fisher) J.M. Coult.,Hapeman's coolwort,forb
SUHAP,NA,Sullivantia hapemanii (J.M. Coult. & Fisher) J.M. Coult. var. purpusii (Brand) Soltis,Purpus' sullivantia,forb
SWPE,NA,Swertia perennis L.,felwort,forb
SYAM3,NA,Symphyotrichum ×amethystinum (Nutt.) G.L. Nesom [ericoides × novae-angliae],aster,forb
SYAS3,NA,Symphyotrichum ascendens (Lindl.) G.L. Nesom,western aster,forb
SYBO2,NA,Symphyotrichum boreale (Torr. & A. Gray) Á. Löve & D. Löve,northern bog aster,forb
SYCA3,NA,Symphyotrichum campestre (Nutt.) G.L. Nesom,western meadow aster,forb
SYCAC,NA,Symphyotrichum campestre (Nutt.) G.L. Nesom var. campestre,western meadow aster,forb
SYCI2,NA,Symphyotrichum ciliatum (Ledeb.) G.L. Nesom,rayless alkali aster,forb
SYEA2,NA,Symphyotrichum eatonii (A. Gray) G.L. Nesom,Eaton's aster,forb
SYER,NA,Symphyotrichum ericoides (L.) G.L. Nesom,white heath aster,forb
SYERE,NA,Symphyotrichum ericoides (L.) G.L. Nesom var. ericoides,white heath aster,forb
SYERP2,NA,Symphyotrichum ericoides (L.) G.L. Nesom var. pansum (S.F. Blake) G.L. Nesom,manyflowered aster,forb
SYERS,NA,Symphyotrichum ericoides (L.) G.L. Nesom var. stricticaule (Torr. & A. Gray) G.L. Nesom,white heath aster,forb
SYFA,NA,Symphyotrichum falcatum (Lindl.) G.L. Nesom,white prairie aster,forb
SYFAC,NA,Symphyotrichum falcatum (Lindl.) G.L. Nesom var. commutatum (Torr. & A. Gray) G.L. Nesom,white prairie aster,forb
SYFAF,NA,Symphyotrichum falcatum (Lindl.) G.L. Nesom var. falcatum,white prairie aster,forb
SYFE,NA,Symphyotrichum fendleri (A. Gray) G.L. Nesom,Fendler's aster,forb
SYFO2,NA,Symphyotrichum foliaceum (Lindl. ex DC.) G.L. Nesom,alpine leafybract aster,forb
SYFOA,NA,Symphyotrichum foliaceum (Lindl. ex DC.) G.L. Nesom var. apricum (A. Gray) G.L. Nesom,alpine leafybract aster,forb
SYFOC,NA,Symphyotrichum foliaceum (Lindl. ex DC.) G.L. Nesom var. canbyi (A. Gray) G.L. Nesom,Canby's aster,forb
SYFOP,NA,Symphyotrichum foliaceum (Lindl. ex DC.) G.L. Nesom var. parryi (D.C. Eaton) G.L. Nesom,Parry's aster,forb
SYFR2,NA,Symphyotrichum frondosum (Nutt.) G.L. Nesom,short-rayed alkali aster,forb
SYLA3,NA,Symphyotrichum laeve (L.) Á. Löve & D. Löve,smooth blue aster,forb
SYLAG,NA,Symphyotrichum laeve (L.) Á. Löve & D. Löve var. geyeri (A. Gray) G.L. Nesom,Geyer's aster,forb
SYLA6,NA,Symphyotrichum lanceolatum (Willd.) G.L. Nesom,white panicle aster,forb
SYLAH,NA,Symphyotrichum lanceolatum (Willd.) G.L. Nesom ssp. hesperium (A. Gray) G.L. Nesom,white panicle aster,forb
SYLAH6,NA,Symphyotrichum lanceolatum (Willd.) G.L. Nesom ssp. hesperium (A. Gray) G.L. Nesom var. hesperium,white panicle aster,forb
SYNO2,NA,Symphyotrichum novae-angliae (L.) G.L. Nesom,New England aster,forb
SYOB,NA,Symphyotrichum oblongifolium (Nutt.) G.L. Nesom,aromatic aster,forb
SYPO4,NA,Symphyotrichum porteri (A. Gray) G.L. Nesom,smooth white aster,forb
SYPR5,NA,Symphyotrichum praealtum (Poir.) G.L. Nesom,willowleaf aster,forb
SYPRP,NA,Symphyotrichum praealtum (Poir.) G.L. Nesom var. praealtum,willowleaf aster,forb
SYSP,NA,Symphyotrichum spathulatum (Lindl.) G.L. Nesom,western mountain aster,forb
SYSPS,NA,Symphyotrichum spathulatum (Lindl.) G.L. Nesom var. spathulatum,western mountain aster,forb
SYOF,NA,Symphytum officinale L.,common comfrey,forb
TABA,NA,Tanacetum balsamita L.,costmary,forb
TACO6,NA,Tanacetum coccineum (Willd.) Grierson,pyrethum daisy,forb
TAPA6,NA,Tanacetum parthenium (L.) Sch. Bip.,feverfew,forb
TAVU,NA,Tanacetum vulgare L.,common tansy,forb
TAER2,NA,Taraxacum eriophorum Rydb.,woolbearing dandelion,forb
TALA2,NA,Taraxacum laevigatum (Willd.) DC.,rock dandelion,forb
TALY,NA,Taraxacum lyratum (Ledeb.) DC.,harp dandelion,forb
TAOF,NA,Taraxacum officinale F.H. Wigg.,common dandelion,forb
TAOFC,NA,Taraxacum officinale F.H. Wigg. ssp. ceratophorum (Ledeb.) Schinz ex Thell.,common dandelion,forb
TAOFO,NA,Taraxacum officinale F.H. Wigg. ssp. officinale,common dandelion,forb
TEJA,NA,Telesonix jamesii (Torr.) Raf.,James' telesonix,forb
TEAC,NA,Tetraneuris acaulis (Pursh) Greene,stemless four-nerve daisy,forb
TEACA2,NA,Tetraneuris acaulis (Pursh) Greene var. acaulis,stemless four-nerve daisy,forb
TEACA,NA,Tetraneuris acaulis (Pursh) Greene var. arizonica (Greene) K.F. Parker,Arizona four-nerve daisy,forb
TEACC,NA,Tetraneuris acaulis (Pursh) Greene var. caespitosa A. Nelson,caespitose four-nerve daisy,forb
TEACE,NA,Tetraneuris acaulis (Pursh) Greene var. epunctata (A. Nelson) Kartesz & Gandhi,stemless four-nerve daisy,forb
TEBR,NA,Tetraneuris brandegeei (Porter ex A. Gray) K.F. Parker,Brandegee's four-nerve daisy,forb
TEGR3,NA,Tetraneuris grandiflora (Torr. & A. Gray ex A. Gray) K.F. Parker,graylocks four-nerve daisy,forb
TEIV,NA,Tetraneuris ivesiana Greene,Ives' fournerved daisy,forb
TESC2,NA,Tetraneuris scaposa (DC.) Greene,stemmy four-nerve daisy,forb
TESCL,NA,Tetraneuris scaposa (DC.) Greene var. linearis (Nutt.) Parker,stemmy four-nerve daisy,forb
TESCS,NA,Tetraneuris scaposa (DC.) Greene var. scaposa,stemmy four-nerve daisy,forb
TETO,NA,Tetraneuris torreyana (Nutt.) Greene,Torrey's four-nerve daisy,forb
TECA3,NA,Teucrium canadense L.,Canada germander,forb
TECAO,NA,Teucrium canadense L. var. occidentale (A. Gray) E.M. McClint. & Epling,western germander,forb
TELA,NA,Teucrium laciniatum Torr.,lacy germander,forb
THAL,NA,Thalictrum alpinum L.,alpine meadow-rue,forb
THDA,NA,Thalictrum dasycarpum Fisch. & Avé-Lall.,purple meadow-rue,forb
THFE,NA,Thalictrum fendleri Engelm. ex A. Gray,Fendler's meadow-rue,forb
THFEF,NA,Thalictrum fendleri Engelm. ex A. Gray var. fendleri,Fendler's meadow-rue,forb
THHE2,NA,Thalictrum heliophilum Wilken & DeMott,Cathedral Bluff meadow-rue,forb
THOC,NA,Thalictrum occidentale A. Gray,western meadow-rue,forb
THOCO2,NA,Thalictrum occidentale A. Gray var. occidentale,western meadow-rue,forb
THRE,NA,Thalictrum revolutum DC.,waxyleaf meadow-rue,forb
THSP,NA,Thalictrum sparsiflorum Turcz. ex Fisch. & C.A. Mey.,fewflower meadow-rue,forb
THSPS,NA,Thalictrum sparsiflorum Turcz. ex Fisch. & C.A. Mey. var. saximontanum B. Boivin,fewflower meadow-rue,forb
THVE,NA,Thalictrum venulosum Trel.,veiny meadow-rue,forb
THTE2,NA,Thamnosma texana (A. Gray) Torr.,rue of the mountains,forb
THAM4,NA,Thelesperma ambiguum A. Gray,Colorado greenthread,forb
THFI,NA,Thelesperma filifolium (Hook.) A. Gray,stiff greenthread,forb
THFII,NA,Thelesperma filifolium (Hook.) A. Gray var. intermedium (Rydb.) Shinners,stiff greenthread,forb
THME,NA,Thelesperma megapotamicum (Spreng.) Kuntze,Hopi tea greenthread,forb
THSU,NA,Thelesperma subnudum A. Gray,Navajo tea,forb
THSUS,NA,Thelesperma subnudum A. Gray var. subnudum,Navajo tea,forb
THSA,NA,Thellungiella salsuginea (Pall.) O.E. Schulz,saltwater cress,forb
THAU3,NA,Thelypodiopsis aurea (Eastw.) Rydb.,Durango tumblemustard,forb
THEL,NA,Thelypodiopsis elegans (M.E. Jones) Rydb.,Westwater tumblemustard,forb
THJU,NA,Thelypodiopsis juniperorum (Payson) Rydb.,juniper tumblemustard,forb
THIN,NA,Thelypodium integrifolium (Nutt.) Endl. ex Walp.,entireleaved thelypody,forb
THING2,NA,Thelypodium integrifolium (Nutt.) Endl. ex Walp. ssp. gracilipes (B.L. Rob.) Al-Shehbaz,entireleaved thelypody,forb
THINI,NA,Thelypodium integrifolium (Nutt.) Endl. ex Walp. ssp. integrifolium,entireleaved thelypody,forb
THLA4,NA,Thelypodium laxiflorum Al-Shehbaz,droopflower thelypody,forb
THPA6,NA,Thelypodium paniculatum A. Nelson,northwestern thelypody,forb
THSA2,NA,Thelypodium sagittatum (Nutt. ex Torr. & A. Gray) Endl. ex Walp.,arrow thelypody,forb
THSAS,NA,Thelypodium sagittatum (Nutt. ex Torr. & A. Gray) Endl. ex Walp. ssp. sagittatum,arrow thelypody,forb
THWR,NA,Thelypodium wrightii A. Gray,Wright's thelypody,forb
THWRO,NA,Thelypodium wrightii A. Gray ssp. oklahomense Al-Shehbaz,Oklahoma thelypody,forb
THDI4,NA,Thermopsis divaricarpa A. Nelson,spreadfruit goldenbanner,forb
THMO6,NA,Thermopsis montana Nutt.,mountain goldenbanner,forb
THMOM3,NA,Thermopsis montana Nutt. var. montana,mountain goldenbanner,forb
THRH,NA,Thermopsis rhombifolia (Nutt. ex Pursh) Nutt. ex Richardson,prairie thermopsis,forb
THAR5,NA,Thlaspi arvense L.,field pennycress,forb
THAU4,NA,Thymophylla aurea (A. Gray) Greene ex Britton,manyawn pricklyleaf,forb
THAUA,NA,Thymophylla aurea (A. Gray) Greene ex Britton var. aurea,manyawn pricklyleaf,forb
THCU,NA,Thysanocarpus curvipes Hook.,sand fringepod,forb
TILA2,NA,Tidestromia lanuginosa (Nutt.) Standl.,woolly tidestromia,forb
TINU2,NA,Tiquilia nuttallii (Hook.) A.T. Richardson,Nuttall's crinklemat,forb
TOLY,NA,Tonestus lyallii (A. Gray) A. Nelson,Lyall's goldenweed,forb
TOMI,NA,Tonestus microcephalus (Cronquist) G.L. Nesom & D. Morgan,smallhead heathgoldenrod,forb
TOPY,NA,Tonestus pygmaeus (Torr. & A. Gray) A. Nelson,pygmy goldenweed,forb
TOAL,NA,Townsendia alpigena Piper,Wyoming Townsend daisy,forb
TOALA,NA,Townsendia alpigena Piper var. alpigena,Wyoming Townsend daisy,forb
TOAN,NA,Townsendia annua Beaman,annual Townsend daisy,forb
TOCO2,NA,Townsendia condensata Parry ex A. Gray,cushion Townsend daisy,forb
TOCOC,NA,Townsendia condensata Parry ex A. Gray var. condensata,cushion Townsend daisy,forb
TOEX,NA,Townsendia eximia A. Gray,tall Townsend daisy,forb
TOEX2,NA,Townsendia exscapa (Richardson) Porter,stemless Townsend daisy,forb
TOFE,NA,Townsendia fendleri A. Gray,Fendler's Townsend daisy,forb
TOGL4,NA,Townsendia glabella A. Gray,Gray's Townsend daisy,forb
TOGR,NA,Townsendia grandiflora Nutt.,largeflower Townsend daisy,forb
TOHO,NA,Townsendia hookeri Beaman,Hooker's Townsend daisy,forb
TOIN,NA,Townsendia incana Nutt.,hoary Townsend daisy,forb
TOLE,NA,Townsendia leptotes (A. Gray) Osterh.,common Townsend daisy,forb
TORO,NA,Townsendia rothrockii A. Gray ex Rothr.,Rothrock's Townsend daisy,forb
TOST,NA,Townsendia strigosa Nutt.,hairy Townsend daisy,forb
TORY,NA,Toxicodendron rydbergii (Small ex Rydb.) Greene,western poison ivy,forb
TROC,NA,Tradescantia occidentalis (Britton) Smyth,prairie spiderwort,forb
TROCO,NA,Tradescantia occidentalis (Britton) Smyth var. occidentalis,prairie spiderwort,forb
TROCS,NA,Tradescantia occidentalis (Britton) Smyth var. scopulorum (Rose) E.S. Anderson & Woodson,prairie spiderwort,forb
TRRA5,NA,Tragia ramosa Torr.,branched noseburn,forb
TRDU,NA,Tragopogon dubius Scop.,yellow salsify,forb
TRPO,NA,Tragopogon porrifolius L.,salsify,forb
TRPR,NA,Tragopogon pratensis L.,Jack-go-to-bed-at-noon,forb
TRCA,NA,Trautvetteria caroliniensis (Walter) Vail,Carolina bugbane,forb
TRCAO,NA,Trautvetteria caroliniensis (Walter) Vail var. occidentalis (A. Gray) C.L. Hitchc.,western bugbane,forb
TRPO2,NA,Trianthema portulacastrum L.,desert horsepurslane,forb
TRTE,NA,Tribulus terrestris L.,puncturevine,forb
TRAN2,NA,Trifolium andinum Nutt.,Intermountain clover,forb
TRANA3,NA,Trifolium andinum Nutt. var. andinum,Intermountain clover,forb
TRAT,NA,Trifolium attenuatum Greene,Rocky Mountain clover,forb
TRBR2,NA,Trifolium brandegeei S. Watson,Brandegee's clover,forb
TRDA2,NA,Trifolium dasyphyllum Torr. & A. Gray,alpine clover,forb
TRDAD,NA,Trifolium dasyphyllum Torr. & A. Gray ssp. dasyphyllum,alpine clover,forb
TRFR2,NA,Trifolium fragiferum L.,strawberry clover,forb
TRGY,NA,Trifolium gymnocarpon Nutt.,hollyleaf clover,forb
TRGYG,NA,Trifolium gymnocarpon Nutt. ssp. gymnocarpon,hollyleaf clover,forb
TRGYP2,NA,Trifolium gymnocarpon Nutt. ssp. plummerae (S. Watson) J.M. Gillett,Plummer's clover,forb
TRHY,NA,Trifolium hybridum L.,alsike clover,forb
TRKI,NA,Trifolium kingii S. Watson,King's clover,forb
TRKIK,NA,Trifolium kingii S. Watson ssp. kingii,King's clover,forb
TRLO,NA,Trifolium longipes Nutt.,longstalk clover,forb
TRLOP2,NA,Trifolium longipes Nutt. ssp. pygmaeum (A. Gray) J.M. Gillett,pygmy clover,forb
TRLOR3,NA,Trifolium longipes Nutt. ssp. reflexum (A. Nelson) J.M. Gillett,droopflower clover,forb
TRMU3,NA,Trifolium mucronatum Willd. ex Spreng.,cusp clover,forb
TRMUL,NA,Trifolium mucronatum Willd. ex Spreng. ssp. lacerum (Greene) J.M. Gillett,spinytooth clover,forb
TRNA2,NA,Trifolium nanum Torr.,dwarf clover,forb
TRPA5,NA,Trifolium parryi A. Gray,Parry's clover,forb
TRPAP,NA,Trifolium parryi A. Gray ssp. parryi,Parry's clover,forb
TRPAS,NA,Trifolium parryi A. Gray ssp. salictorum (Greene ex Rydb.) J.M. Gillett,Parry's clover,forb
TRPR2,NA,Trifolium pratense L.,red clover,forb
TRRE3,NA,Trifolium repens L.,white clover,forb
TRWO,NA,Trifolium wormskioldii Lehm.,cows clover,forb
TROV2,NA,Trillium ovatum Pursh,Pacific trillium,forb
TROVO2,NA,Trillium ovatum Pursh ssp. ovatum,Pacific trillium,forb
TRHO2,NA,Triodanis holzingeri McVaugh,Holzinger's Venus' looking-glass,forb
TRLE3,NA,Triodanis leptocarpa (Nutt.) Nieuwl.,slimpod Venus' looking-glass,forb
TRPE4,NA,Triodanis perfoliata (L.) Nieuwl.,clasping Venus' looking-glass,forb
TRPE21,NA,Tripleurospermum perforatum (Mérat) M. Lainz,scentless false mayweed,forb
TRCA34,NA,Tripterocalyx carneus (Greene) L.A. Galloway,winged sandpuffs,forb
TRCAW2,NA,Tripterocalyx carneus (Greene) L.A. Galloway var. wootonii (Standl.) L.A. Galloway,Wooton's sandpuffs,forb
TRMI6,NA,Tripterocalyx micranthus (Torr.) Hook.,smallflower sandverbena,forb
TRGR7,NA,Triteleia grandiflora Lindl.,largeflower triteleia,forb
TRGRG2,NA,Triteleia grandiflora Lindl. var. grandiflora,largeflower triteleia,forb
TRLA14,NA,Trollius laxus Salisb.,American globeflower,forb
TRLAA2,NA,Trollius laxus Salisb. ssp. albiflorus (A. Gray) Á. Löve & D. Löve & Kapoor,American globeflower,forb
TYGL,NA,Typha ×glauca Godr. (pro sp.) [angustifolia or domingensis × latifolia],hybrid cattail,forb
TYAN,NA,Typha angustifolia L.,narrowleaf cattail,forb
TYDO,NA,Typha domingensis Pers.,southern cattail,forb
TYLA,NA,Typha latifolia L.,broadleaf cattail,forb
URDI,NA,Urtica dioica L.,stinging nettle,forb
URDIG,NA,Urtica dioica L. ssp. gracilis (Aiton) Seland.,California nettle,forb
URDIH,NA,Urtica dioica L. ssp. holosericea (Nutt.) Thorne,stinging nettle,forb
UTMA,NA,Utricularia macrorhiza Leconte,common bladderwort,forb
UTMI,NA,Utricularia minor L.,lesser bladderwort,forb
UTOC,NA,Utricularia ochroleuca R.W. Hartm.,yellowishwhite bladderwort,forb
